Epoch,IoU,Dice,Precision,Recall,Sensitivity,Specificity,F1,Split,Class
1,0.051411588,0.053471323,0.051756173,0.99938774,0.99938774,0.9312707,0.053471323,test,Arteriole lumen
1,0.82088226,0.82700276,0.8612385,0.9530994,0.9530994,0.99653727,0.82700276,test,Arteriole media
1,0.7971561,0.8005032,0.83313745,0.9600371,0.9600371,0.9803032,0.8005032,test,Arteriole adventitia
1,0.0051971977,0.009610482,0.0052084336,0.9316224,0.9316224,0.87385315,0.009610481,test,Capillary lumen
1,0.005442223,0.010356361,0.005455733,0.9453893,0.9453893,0.73460746,0.010356361,test,Capillary wall
1,0.17887911,0.266556,0.17901951,0.9950249,0.9950249,0.9419333,0.266556,test,Venule lumen
1,0.12753977,0.21275347,0.12783863,0.99678135,0.99678135,0.8898418,0.21275347,test,Venule wall
1,0.438847,0.4445827,0.45659804,0.9801662,0.9801662,0.97621983,0.4445827,test,Immune cells
1,0.9395179,0.94616914,0.946281,0.99244606,0.99244606,0.997296,0.94616914,test,Nerve trunks
1,0.37387478,0.3967784,0.38517037,0.9726617,0.9726617,0.92465144,0.3967784,test,Mean
1,0.18084717,0.20436902,0.22119078,0.82272065,0.82272065,0.96206933,0.20436904,train,Arteriole lumen
1,0.35654283,0.41555834,0.38609558,0.92338586,0.92338586,0.98458123,0.41555834,train,Arteriole media
1,0.32863188,0.34985656,0.33149743,0.98357236,0.98357236,0.9261371,0.34985656,train,Arteriole adventitia
1,0.11339013,0.13132125,0.11347224,0.8883462,0.8883462,0.93907475,0.13132125,train,Capillary lumen
1,0.022292804,0.039198354,0.022427367,0.96475244,0.96475244,0.7656591,0.039198354,train,Capillary wall
1,0.39362723,0.45887017,0.45561504,0.82986265,0.82986265,0.9827913,0.45887017,train,Venule lumen
1,0.14438838,0.21926072,0.15798761,0.8965293,0.8965293,0.93965673,0.2192607,train,Venule wall
1,0.691031,0.7176402,0.69403285,0.99249065,0.99249065,0.9790622,0.7176402,train,Immune cells
1,0.35589045,0.38034433,0.38120317,0.9685745,0.9685745,0.9736718,0.38034433,train,Nerve trunks
1,0.28740466,0.32404655,0.307058,0.91891503,0.91891503,0.93918926,0.32404655,train,Mean
2,0.17416215,0.17801805,0.17525564,0.98527753,0.98527753,0.98928976,0.17801805,test,Arteriole lumen
2,0.7902214,0.7995118,0.8172877,0.9586296,0.9586296,0.9959904,0.7995118,test,Arteriole media
2,0.15073022,0.15789795,0.15415862,0.97438806,0.97438806,0.97204524,0.15789795,test,Arteriole adventitia
2,0.06925457,0.079186246,0.08539608,0.9083836,0.9083836,0.97226644,0.079186246,test,Capillary lumen
2,0.080440044,0.09722375,0.09851366,0.90529287,0.90529287,0.97445023,0.09722375,test,Capillary wall
2,0.65359163,0.7502291,0.6975563,0.9421321,0.9421321,0.9959586,0.7502291,test,Venule lumen
2,0.4806875,0.5930189,0.554757,0.8873953,0.8873953,0.9892895,0.5930189,test,Venule wall
2,0.36871505,0.37717116,0.37040818,0.99715596,0.99715596,0.9503146,0.37717116,test,Immune cells
2,0.87762564,0.8858684,0.8800278,0.9971117,0.9971117,0.9961906,0.8858684,test,Nerve trunks
2,0.4050476,0.43534726,0.425929,0.9506407,0.9506407,0.981755,0.43534726,test,Mean
2,0.55869365,0.61042595,0.59935594,0.93945056,0.93945056,0.99210507,0.61042595,train,Arteriole lumen
2,0.6699382,0.7339451,0.8147082,0.83934176,0.83934176,0.99628735,0.7339451,train,Arteriole media
2,0.5543395,0.5882661,0.58874893,0.92205,0.92205,0.9798443,0.58826613,train,Arteriole adventitia
2,0.2595434,0.29357618,0.28559765,0.8031777,0.8031777,0.9783019,0.29357618,train,Capillary lumen
2,0.28537253,0.3377077,0.3305723,0.78206396,0.78206396,0.9830671,0.3377077,train,Capillary wall
2,0.45505717,0.48652866,0.504991,0.8649392,0.8649392,0.9932924,0.48652866,train,Venule lumen
2,0.31396005,0.35749602,0.34652662,0.8592517,0.8592517,0.9888282,0.35749602,train,Venule wall
