Epoch,IoU,Dice,Precision,Recall,Sensitivity,Specificity,F1,Split,Class
1,0.0044896062,0.008499995,0.004504328,0.9973942,0.9973942,0.6836647,0.008499995,test,Arteriole lumen
1,0.021279022,0.03881346,0.021569693,0.9982896,0.9982896,0.7379762,0.03881346,test,Arteriole media
1,0.0065279864,0.0126109235,0.006597326,0.9933609,0.9933609,0.2258301,0.0126109235,test,Arteriole adventitia
1,0.0013081073,0.0026074229,0.0013091459,0.812765,0.812765,0.29662114,0.0026074229,test,Capillary lumen
1,0.0013910708,0.002775834,0.0014057889,0.4141105,0.4141105,0.7040931,0.002775834,test,Capillary wall
1,0.0072909677,0.012000488,0.00736355,0.81990945,0.81990945,0.7107194,0.01200049,test,Venule lumen
1,0.021419073,0.036973573,0.02399287,0.8525938,0.8525938,0.8634858,0.036973573,test,Venule wall
1,0.05896902,0.080053,0.062084295,0.99020267,0.99020267,0.92834353,0.080053,test,Immune cells
1,0.012934177,0.01533495,0.013001027,0.9998654,0.9998654,0.8417696,0.01533495,test,Nerve trunks
1,0.0150676705,0.023296628,0.01575867,0.87538797,0.87538797,0.6658337,0.023296628,test,Mean
1,0.002383892,0.0046017636,0.0023934867,0.94236904,0.94236904,0.69326115,0.0046017636,train,Arteriole lumen
1,0.013685876,0.023581287,0.013724134,0.99149585,0.99149585,0.7523606,0.023581287,train,Arteriole media
1,0.0033218884,0.0059069553,0.0034012788,0.99214625,0.99214625,0.22215009,0.0059069553,train,Arteriole adventitia
1,0.00030112453,0.00060138357,0.00030133905,0.8991703,0.8991703,0.26808286,0.00060138357,train,Capillary lumen
1,0.0003741883,0.00074676936,0.0003801278,0.71257174,0.71257174,0.71421045,0.00074676936,train,Capillary wall
1,0.034158148,0.057512447,0.03451111,0.9691987,0.9691987,0.71033025,0.057512455,train,Venule lumen
1,0.10316506,0.1518448,0.11228004,0.9091682,0.9091682,0.879915,0.1518448,train,Venule wall
1,0.039086238,0.057664596,0.03988351,0.9944469,0.9944469,0.9295082,0.057664596,train,Immune cells
1,0.22396715,0.26203153,0.2250549,0.9981014,0.9981014,0.8885251,0.26203153,train,Nerve trunks
1,0.046715952,0.06272128,0.047992215,0.9342965,0.9342965,0.67314935,0.06272128,train,Mean
