Epoch,IoU,Dice,Precision,Recall,Sensitivity,Specificity,F1,Split,Class
1,0.017544499,0.031560667,0.017595893,0.9961231,0.9961231,0.94330895,0.031560667,test,Arteriole lumen
1,0.07619336,0.107755646,0.078888066,0.98774034,0.98774034,0.94549125,0.107755646,test,Arteriole media
1,0.022026045,0.03585428,0.023910841,0.9806322,0.9806322,0.91082096,0.03585428,test,Arteriole adventitia
1,0.0017167134,0.0033843946,0.0017361013,0.9148322,0.9148322,0.9200577,0.0033843943,test,Capillary lumen
1,0.010862157,0.019860014,0.012469208,0.85524404,0.85524404,0.9852665,0.019860014,test,Capillary wall
1,0.029341144,0.046980582,0.5427871,0.44144934,0.44144934,0.94485915,0.04698058,test,Venule lumen
1,0.039852355,0.06383189,0.045584906,0.4783044,0.4783044,0.92006946,0.06383189,test,Venule wall
1,0.012002219,0.020389285,0.012312891,0.98900056,0.98900056,0.9727317,0.020389285,test,Immune cells
1,0.062656716,0.08245046,0.06327264,0.99817884,0.99817884,0.9402274,0.08245046,test,Nerve trunks
1,0.030243913,0.04578525,0.08872864,0.84905607,0.84905607,0.942537,0.045785245,test,Mean
1,0.015148307,0.026848178,0.015820354,0.89898854,0.89898854,0.87958765,0.026848178,train,Arteriole lumen
1,0.13021559,0.17632833,0.13830312,0.88766646,0.88766646,0.8942475,0.17632833,train,Arteriole media
1,0.04346725,0.07111424,0.05655066,0.8999761,0.8999761,0.81107515,0.07111424,train,Arteriole adventitia
1,0.014413716,0.024438709,0.015012645,0.8950156,0.8950156,0.64026964,0.024438709,train,Capillary lumen
1,0.01702073,0.030016562,0.029401539,0.7029065,0.7029065,0.89515793,0.03001656,train,Capillary wall
1,0.12432496,0.17284194,0.13647743,0.8715027,0.8715027,0.8904091,0.17284194,train,Venule lumen
1,0.10437688,0.1539284,0.10557954,0.8686695,0.8686695,0.8344182,0.1539284,train,Venule wall
1,0.1479891,0.17967495,0.15127122,0.9700043,0.9700043,0.8361052,0.17967494,train,Immune cells
1,0.048936434,0.067299716,0.053240146,0.99007547,0.99007547,0.8445843,0.067299716,train,Nerve trunks
1,0.071765885,0.10027678,0.07796185,0.8872006,0.8872006,0.83620614,0.10027678,train,Mean
2,0.047311217,0.0600616,0.047342036,0.99764115,0.99764115,0.9341342,0.0600616,test,Arteriole lumen
2,0.0817407,0.110149145,0.08268614,0.9952806,0.9952806,0.93880975,0.11014914,test,Arteriole media
2,0.019347047,0.03102071,0.020069636,0.9944148,0.9944148,0.814479,0.03102071,test,Arteriole adventitia
2,0.0026242062,0.005064387,0.0026710618,0.9147961,0.9147961,0.9240235,0.005064388,test,Capillary lumen
2,0.010379796,0.018552076,0.011214992,0.8438884,0.8438884,0.9787656,0.018552076,test,Capillary wall
