Epoch,IoU,Dice,Precision,Recall,Sensitivity,Specificity,F1,Split,Class
5,0.47640473,0.5222555,0.53085667,0.92047244,0.92047244,0.9916181,0.5222555,train,Immune cells
5,0.63530433,0.6586715,0.64824444,0.98585033,0.98585033,0.9836295,0.6586715,train,Nerve trunks
5,0.32239506,0.35033765,0.3379577,0.94229484,0.94229484,0.91496575,0.35033765,train,Mean
6,0.2512428,0.28567523,0.28643775,0.93235135,0.93235135,0.99403286,0.28567523,test,Arteriole lumen
6,0.21665597,0.25705218,0.24451298,0.9371757,0.9371757,0.98587096,0.2570522,test,Arteriole media
6,0.0056064287,0.009947134,0.0056123044,0.9998506,0.9998506,0.62746394,0.009947135,test,Arteriole adventitia
6,0.0801237,0.1332593,0.08324399,0.80242324,0.80242324,0.96788734,0.1332593,test,Capillary lumen
6,0.120779715,0.19003129,0.14106031,0.7969272,0.7969272,0.958816,0.19003129,test,Capillary wall
6,0.17241967,0.1881387,0.18642932,0.9723147,0.9723147,0.9935671,0.1881387,test,Venule lumen
6,0.11127924,0.13168897,0.117750585,0.9788022,0.9788022,0.9863148,0.13168897,test,Venule wall
6,0.6667992,0.6769098,0.66718405,0.9961177,0.9961177,0.99512124,0.6769098,test,Immune cells
6,0.9037099,0.907029,0.9038317,0.99985385,0.99985385,0.9976027,0.907029,test,Nerve trunks
6,0.2809574,0.30885905,0.2928959,0.9350907,0.9350907,0.9451863,0.30885905,test,Mean
6,0.392816,0.41898102,0.40232694,0.9595696,0.9595696,0.9869657,0.41898102,train,Arteriole lumen
6,0.3583187,0.38792866,0.38583842,0.9447033,0.9447033,0.97558266,0.38792866,train,Arteriole media
6,0.030894626,0.047364168,0.031085208,0.99345607,0.99345607,0.52776116,0.047364164,train,Arteriole adventitia
6,0.009727454,0.017346106,0.010014355,0.6704806,0.6704806,0.9013045,0.017346106,train,Capillary lumen
6,0.016845753,0.027632363,0.027008686,0.6302818,0.6302818,0.8915476,0.027632363,train,Capillary wall
6,0.55207217,0.618667,0.6245594,0.7904718,0.7904718,0.99349755,0.618667,train,Venule lumen
6,0.37751558,0.44690868,0.48862034,0.70166075,0.70166075,0.97503066,0.44690868,train,Venule wall
6,0.4048294,0.4160894,0.44018987,0.9632729,0.9632729,0.9889529,0.4160894,train,Immune cells
6,0.7830782,0.80992556,0.8441661,0.916634,0.916634,0.99064493,0.80992556,train,Nerve trunks
6,0.325122,0.35453808,0.36153436,0.8411701,0.8411701,0.91458744,0.35453808,train,Mean
7,0.27719706,0.31264094,0.31306037,0.92903996,0.92903996,0.99463964,0.31264096,test,Arteriole lumen
7,0.21998984,0.26148552,0.2649836,0.91829735,0.91829735,0.9855608,0.26148552,test,Arteriole media
7,0.006951968,0.011940196,0.0069616954,0.99979925,0.99979925,0.5616447,0.011940196,test,Arteriole adventitia
7,0.055156097,0.09357021,0.059913095,0.7503567,0.7503567,0.9647315,0.09357021,test,Capillary lumen
7,0.09181588,0.14426021,0.1076132,0.75013554,0.75013554,0.9545813,0.1442602,test,Capillary wall
7,0.16983432,0.18649353,0.18463397,0.97310287,0.97310287,0.9943247,0.18649355,test,Venule lumen
7,0.07896447,0.09908894,0.08893886,0.9592764,0.9592764,0.98506546,0.09908894,test,Venule wall
7,0.5250622,0.53394455,0.53014874,0.9884045,0.9884045,0.99764705,0.53394455,test,Immune cells
7,0.82434493,0.82708573,0.8247076,0.9995448,0.9995448,0.9908193,0.82708573,test,Nerve trunks
7,0.24992408,0.27450112,0.26455122,0.91866195,0.91866195,0.9365571,0.27450112,test,Mean
7,0.45200107,0.47840336,0.49719036,0.93884015,0.93884015,0.99020404,0.47840336,train,Arteriole lumen
7,0.3469389,0.37659812,0.37468144,0.96396863,0.96396863,0.9847052,0.37659812,train,Arteriole media
7,0.017971799,0.029847804,0.017993301,0.99925077,0.99925077,0.56522286,0.029847804,train,Arteriole adventitia
7,0.0032889536,0.006165199,0.0038544065,0.7563932,0.7563932,0.92726994,0.006165199,train,Capillary lumen
7,0.003781912,0.0070863757,0.004237633,0.74064827,0.74064827,0.92025936,0.0070863757,train,Capillary wall
7,0.58503866,0.6422166,0.63946265,0.9096316,0.9096316,0.99308646,0.6422166,train,Venule lumen
7,0.4071168,0.45483848,0.4397861,0.852836,0.852836,0.98606455,0.45483848,train,Venule wall
7,0.685161,0.73142827,0.7408649,0.92434895,0.92434895,0.9930718,0.73142827,train,Immune cells
7,0.9091403,0.93007946,0.9257282,0.98221266,0.98221266,0.99604905,0.93007946,train,Nerve trunks
7,0.3789377,0.40629598,0.40486658,0.8964589,0.8964589,0.928437,0.40629598,train,Mean
8,0.43825877,0.4718641,0.48947677,0.9173123,0.9173123,0.99618345,0.4718641,test,Arteriole lumen
8,0.40404487,0.44037503,0.4347549,0.93491995,0.93491995,0.9896492,0.44037503,test,Arteriole media
8,0.0047119968,0.008506065,0.0047232267,0.9995254,0.9995254,0.4959959,0.008506065,test,Arteriole adventitia
8,0.059733916,0.097927764,0.093832605,0.7224294,0.7224294,0.9763864,0.097927764,test,Capillary lumen
